"Partija","Kandidatas1","Kandidatas2","Koreliacija"
"Partija „Jaunoji Lietuva“","Aimantas GEČIAUSKAS","Stasys BUŠKEVIČIUS",-0.114904153898749
"Krikščionių partija","Arvydas ŠALTENIS","Sonata BRUŽAITĖ",-0.114958172836082
"Emigrantų partija","Rolandas JANAVIČIUS","Virginija ANDRIJEVSKIENĖ",-0.115771078805423
"Respublikonų partija","Audronė GIGIENĖ","Valdemaras VALKIŪNAS",-0.115835641295522
"Partija „Jaunoji Lietuva“","Edita SMETONAITĖ","Stasys BUŠKEVIČIUS",-0.116279181345361
"Socialistinis liaudies Frontas","Algirdas JANYŠIUS","Silva JAUNIŠKIENĖ",-0.116621233728884
"Socialistinis liaudies Frontas","Aušra SAULIENĖ","Mindaugas STAKVILEVIČIUS",-0.116737455677059
"Socialistinis liaudies Frontas","Algirdas JANYŠIUS","Veronika ŽADEIKIENĖ",-0.116844082840017
"Socialistinis liaudies Frontas","Olegas RATIUKAS","Vytautas BERNATONIS",-0.117054434306185
"Socialistinis liaudies Frontas","Angelė AMBRAZIENĖ","Michailas BUGAKOVAS",-0.117537330504437
"Socialistinis liaudies Frontas","Edikas JAGELAVIČIUS","Vytautas BERNATONIS",-0.117855802195361
"Partija „Jaunoji Lietuva“","Egidijus ŠVĖGŽDA","Raimundas KAMINSKAS",-0.118084376792999
"Krikščionių partija","Arvydas JUREVIČIUS","Vidmantas ŽIEMELIS",-0.118339566922674
"Socialistinis liaudies Frontas","Jonas BULYS","Vytautas BERNATONIS",-0.118379241445613
"Krikščionių partija","Albinas PILIPAUSKAS","Alvydas KIRKLIAUSKAS",-0.118862789118375
"Emigrantų partija","Artūras ALEKNA","Rimantas ŽILIONIS",-0.118991099296349
"Partija „Jaunoji Lietuva“","Kęstutis MIŠKINIS","Raimundas MILADAUSKAS",-0.119223269197931
"Socialistinis liaudies Frontas","Mindaugas STAKVILEVIČIUS","Sergej POPOV",-0.119599089065218
"Socialistinis liaudies Frontas","Algirdas JANYŠIUS","Edikas JAGELAVIČIUS",-0.119606869179981
"Socialistinis liaudies Frontas","Algirdas PALECKIS","Algis KALAŠNIKOVAS",-0.11974761083629
"Emigrantų partija","Gražina OLEKAITĖ","Virginija ANDRIJEVSKIENĖ",-0.119892398547564
"Socialistinis liaudies Frontas","Algirdas PALECKIS","Vytautas BERNATONIS",-0.119942753932465
"Emigrantų partija","Daiva RAUSCH","Rimantas ŽILIONIS",-0.119966164275271
"„Drąsos kelias“ politinė partija","Valdas VASILIAUSKAS","Vytautas Antanas MATULEVIČIUS",-0.12050105956872
"Krikščionių partija","Arvydas ŠALTENIS","Dalia Kotryna ŽALĖNAITĖ",-0.120545502410151
"„Drąsos kelias“ politinė partija","Audrius NAKAS","Neringa VENCKIENĖ",-0.120822613782684
"Krikščionių partija","Algirdas MONKEVIČIUS","Eugenijus DEGUTIS",-0.121091321166556
"Socialistinis liaudies Frontas","Genovaitė LAGINAUSKIENĖ","Vytautas BERNATONIS",-0.121190658430729
"„Drąsos kelias“ politinė partija","Neringa VENCKIENĖ","Vytautas Antanas MATULEVIČIUS",-0.121242629497521
"Socialistinis liaudies Frontas","Algirdas JANYŠIUS","Marijona ŠIURNIENĖ",-0.121285165911024
"Emigrantų partija","Rimantas ŽILIONIS","Violeta KURINSKIENĖ",-0.121679216645066
"Emigrantų partija","Gediminas NAUČIUS","Violeta KURINSKIENĖ",-0.12173952693918
"„Drąsos kelias“ politinė partija","Rolandas BORAVSKIS","Valdas VASILIAUSKAS",-0.121853165789915
"Partija „Jaunoji Lietuva“","Roberta KLIMAVIČIŪTĖ","Stasys BUŠKEVIČIUS",-0.122413377717309
"Partija „Jaunoji Lietuva“","Egidijus ŠVĖGŽDA","Stasys BUŠKEVIČIUS",-0.122598549873935
"Lietuvos žmonių partija","Algimanta ŠČIGLINSKIENĖ","Darjuš LAVRINOVIČ",-0.122889372193015
"Partija „Jaunoji Lietuva“","Raimundas MILADAUSKAS","Roberta KLIMAVIČIŪTĖ",-0.123265920279555
"Partija „Jaunoji Lietuva“","Raimundas MILADAUSKAS","Stanislovas BUŠKEVIČIUS",-0.123285565936429
"Socialistinis liaudies Frontas","Aušra SAULIENĖ","Vytautas BERNATONIS",-0.12394804800533
"Partija „Jaunoji Lietuva“","Juozas BAJORAS","Raimundas MILADAUSKAS",-0.124362457284351
"Emigrantų partija","Antanas PAULIUKAS","Gediminas NAUČIUS",-0.124395544962988
"Socialistinis liaudies Frontas","Felicija PACHAR","Mindaugas STAKVILEVIČIUS",-0.124497135228641
"Socialistinis liaudies Frontas","Algis KALAŠNIKOVAS","Vytautas BERNATONIS",-0.124543728273411
"Lietuvos žmonių partija","Angelina LABANAUSKIENĖ","Darjuš LAVRINOVIČ",-0.124675999944531
"Socialistinis liaudies Frontas","Algirdas JANYŠIUS","Stasys ŠADUIKIS",-0.124742696993204
"Emigrantų partija","Antanas PAULIUKAS","Genė PUŽIENĖ",-0.124950020967156
"Socialistinis liaudies Frontas","Algirdas PALECKIS","Juozas ARBAČIAUSKAS",-0.124965752071562
"Emigrantų partija","Raimunda MURAUSKIENĖ","Rimantas ŽILIONIS",-0.125091824554102
"Partija „Jaunoji Lietuva“","Aušrys KRIŠČIŪNAS","Mindaugas RIMKEVIČIUS",-0.125499149516425
"Socialistinis liaudies Frontas","Sergej POPOV","Vytautas BERNATONIS",-0.125640264291086
"Socialistinis liaudies Frontas","Gitana VALAVIČIŪTĖ","Michailas BUGAKOVAS",-0.125733637210197
"Lietuvos žmonių partija","Rimantas KAUKĖNAS","Sigitas VAIŠNORAS",-0.126108590462511
"Partija „Jaunoji Lietuva“","Eglė Ernesta LUMBIENĖ","Stasys BUŠKEVIČIUS",-0.126180332108483
"Lietuvos žmonių partija","Algimanta ŠČIGLINSKIENĖ","Kšištof LAVRINOVIČ",-0.126424812688817
"Socialistinis liaudies Frontas","Laura NIKIFOROVA","Mindaugas STAKVILEVIČIUS",-0.126475794939509
"Socialistinis liaudies Frontas","Vadim LATYPOV","Vytautas BERNATONIS",-0.126499149718194
"Lietuvos žmonių partija","Gintarė BITYTĖ","Vladimir ROMANOV",-0.126653765357366
"Emigrantų partija","Gediminas NAUČIUS","Romualdas DANIELIS",-0.126859218438485
"Emigrantų partija","Kristina ŠUKIENĖ","Virginija ANDRIJEVSKIENĖ",-0.127102980080671
"Emigrantų partija","Jūratė NAUČIENĖ","Redas KIMANTAS",-0.127117965026382
"Lietuvos žmonių partija","Angelina LABANAUSKIENĖ","Vitoldas MASALSKIS",-0.127522496705144
"Socialistinis liaudies Frontas","Algirdas JANYŠIUS","Angelė AMBRAZIENĖ",-0.127570887967801
"Emigrantų partija","Andrius KASPARAVIČIUS","Redas KIMANTAS",-0.127574912372473
"Partija „Jaunoji Lietuva“","Emilija PRIŠMONTAITĖ","Raimundas KAMINSKAS",-0.127611379160828
"Partija „Jaunoji Lietuva“","Eglė KNIEČIŪNAITĖ","Raimundas MILADAUSKAS",-0.127695540248236
"Emigrantų partija","Rimantas ŽILIONIS","Rita ANDRIUŠIENĖ",-0.127861559864224
"Partija „Jaunoji Lietuva“","Stasys BUŠKEVIČIUS","Vladas TUMĖNAS",-0.127881608002766
"Emigrantų partija","Genė PUŽIENĖ","Rimantas ŽILIONIS",-0.12792407609118
"Partija „Jaunoji Lietuva“","Eglė Ernesta LUMBIENĖ","Raimundas KAMINSKAS",-0.128210370213152
"Emigrantų partija","Marius TAŠKEVIČIUS","Redas KIMANTAS",-0.128257907592331
"Emigrantų partija","Redas KIMANTAS","Romualdas DANIELIS",-0.128537738196531
"Partija „Jaunoji Lietuva“","Lijana JASKŪNAITĖ","Stasys BUŠKEVIČIUS",-0.128548269284972
"Socialistinis liaudies Frontas","Algirdas PALECKIS","Vladimir FOMIN",-0.128871401663353
"Lietuvos žmonių partija","Sigitas VAIŠNORAS","Vitoldas MASALSKIS",-0.128950857867154
"Emigrantų partija","Natalija STOČKUVIENĖ","Rimantas ŽILIONIS",-0.12917711557302
"„Drąsos kelias“ politinė partija","Aurelija STANCIKIENĖ","Gintaras ALEKNONIS",-0.129415060396976
"Lietuvos žmonių partija","Angelina LABANAUSKIENĖ","Rimantas KAUKĖNAS",-0.129453247333831
"Lietuvos žmonių partija","Algimanta ŠČIGLINSKIENĖ","Rimantas KAUKĖNAS",-0.129592083601546
"„Drąsos kelias“ politinė partija","Gintaras ALEKNONIS","Stasys BRUNDZA",-0.129636770524551
"Emigrantų partija","Neringa PETRULIENĖ","Redas KIMANTAS",-0.129725648393114
"Socialistinis liaudies Frontas","Ivan FILONOV","Vytautas BERNATONIS",-0.130080791736369
"Emigrantų partija","Gražina MONCEVIČIENĖ","Redas KIMANTAS",-0.130468511832543
"Emigrantų partija","Gražina OLEKAITĖ","Juozas MURAUSKAS",-0.130503401040722
"Lietuvos žmonių partija","Darjuš LAVRINOVIČ","Samanta REMEIKIENĖ",-0.130504475034557
"Partija „Jaunoji Lietuva“","Aušrys KRIŠČIŪNAS","Roberta KLIMAVIČIŪTĖ",-0.13059894810589
"Emigrantų partija","Andrius KASPARAVIČIUS","Rimantas ŽILIONIS",-0.130973552860977
"Partija „Jaunoji Lietuva“","Edita SMETONAITĖ","Stanislovas BUŠKEVIČIUS",-0.131325009295759
"Socialistinis liaudies Frontas","Algirdas JANYŠIUS","Vladimir FOMIN",-0.131499921410095
"Partija „Jaunoji Lietuva“","Simona STINSKAITĖ","Stasys BUŠKEVIČIUS",-0.13151809198144
"Krikščionių partija","Algirdas MONKEVIČIUS","Sonata BRUŽAITĖ",-0.131634134797796
"Socialistinis liaudies Frontas","Algirdas JANYŠIUS","Antanas ŽADEIKIS",-0.132453030715398
"Emigrantų partija","Juozas MURAUSKAS","Natalija STOČKUVIENĖ",-0.132984711209967
"Socialistinis liaudies Frontas","Kęstutis ŠKĖLA","Michailas BUGAKOVAS",-0.133597096361753
"Socialistinis liaudies Frontas","Michailas BUGAKOVAS","Veronika ŽADEIKIENĖ",-0.133678620075482
"Lietuvos žmonių partija","Liana GUDAUSKIENĖ","Vitoldas MASALSKIS",-0.133940904003532
"Emigrantų partija","Enrika SKUJAITĖ","Gediminas NAUČIUS",-0.134097942772775
"Socialistinis liaudies Frontas","Mindaugas STAKVILEVIČIUS","Olegas RATIUKAS",-0.13425518269656
"Emigrantų partija","Juozas MURAUSKAS","Romualdas DANIELIS",-0.134733531479317
"Partija „Jaunoji Lietuva“","Raimundas MILADAUSKAS","Vida IVAŠKIENĖ",-0.135547411067716
"Lietuvos žmonių partija","Rimantas KAUKĖNAS","Robertas PRANCKŪNAS",-0.135750633454887
"Emigrantų partija","Redas KIMANTAS","Violeta KURINSKIENĖ",-0.136176749021387
"Emigrantų partija","Edgaras ŽILIONIS","Rimantas ŽILIONIS",-0.136230137087715
"Partija „Jaunoji Lietuva“","Raimundas MILADAUSKAS","Raimundas VAITKEVIČIUS",-0.136552657588292
"Lietuvos žmonių partija","Vainius ARLAUSKAS","Vladimir ROMANOV",-0.136948327467372
"Socialistinis liaudies Frontas","Algirdas JANYŠIUS","Algis KALAŠNIKOVAS",-0.137278520615269
"Socialistinis liaudies Frontas","Michailas BUGAKOVAS","Stasys ŠADUIKIS",-0.137424477783192
"Emigrantų partija","Genė PUŽIENĖ","Redas KIMANTAS",-0.137907175538056
"Emigrantų partija","Enrika SKUJAITĖ","Redas KIMANTAS",-0.138191426786185
"Lietuvos žmonių partija","Vainius ARLAUSKAS","Vitoldas MASALSKIS",-0.138323704592661
"Socialistinis liaudies Frontas","Ivan FILONOV","Mindaugas STAKVILEVIČIUS",-0.138477398108431
"„Drąsos kelias“ politinė partija","Aurelija STANCIKIENĖ","Valdas VASILIAUSKAS",-0.138581813200476
"Emigrantų partija","Gediminas NAUČIUS","Gražina OLEKAITĖ",-0.13905131884632
"Socialistinis liaudies Frontas","Algirdas JANYŠIUS","Birutė DILPŠIENĖ",-0.140925590184936
"Socialistinis liaudies Frontas","Silva JAUNIŠKIENĖ","Vytautas BERNATONIS",-0.141052115207221
"Lietuvos žmonių partija","Liana GUDAUSKIENĖ","Rimantas KAUKĖNAS",-0.141556962562439
"Emigrantų partija","Laimutis RAKAS","Redas KIMANTAS",-0.142090030716099
"Partija „Jaunoji Lietuva“","Raimundas KAMINSKAS","Raimundas VAITKEVIČIUS",-0.142093877521754
"Emigrantų partija","Artūras ALEKNA","Gediminas NAUČIUS",-0.14279574477115
"Socialistinis liaudies Frontas","Michailas BUGAKOVAS","Silva JAUNIŠKIENĖ",-0.143320671590656
"Socialistinis liaudies Frontas","Algirdas JANYŠIUS","Algirdas PALECKIS",-0.143347664339026
"Krikščionių partija","Algirdas MONKEVIČIUS","Tomas JOSAS",-0.143503602258227
"Emigrantų partija","Enrika SKUJAITĖ","Rimantas ŽILIONIS",-0.144372236968304
"„Drąsos kelias“ politinė partija","Stasys BRUNDZA","Valdas VASILIAUSKAS",-0.144625322034816
"Partija „Jaunoji Lietuva“","Simona STINSKAITĖ","Stanislovas BUŠKEVIČIUS",-0.145207837204827
"„Drąsos kelias“ politinė partija","Algirdas Vaclovas PATACKAS","Audronė SKUČIENĖ",-0.145422735801594
"Emigrantų partija","Daiva RAUSCH","Redas KIMANTAS",-0.146278106815325
"Partija „Jaunoji Lietuva“","Aušrys KRIŠČIŪNAS","Lijana JASKŪNAITĖ",-0.146396813786832
"Lietuvos žmonių partija","Rimantas KAUKĖNAS","Samanta REMEIKIENĖ",-0.146604298705837
"Emigrantų partija","Laimutis RAKAS","Rimantas ŽILIONIS",-0.146659617997498
"Emigrantų partija","Andrius KASPARAVIČIUS","Gediminas NAUČIUS",-0.146727575461937
"Partija „Jaunoji Lietuva“","Aušrys KRIŠČIŪNAS","Raimundas VAITKEVIČIUS",-0.146945899166405
"Partija „Jaunoji Lietuva“","Raimundas MILADAUSKAS","Vladas TUMĖNAS",-0.147254206653951
"Socialistinis liaudies Frontas","Algirdas JANYŠIUS","Audronė MILTENIENĖ",-0.147290678587035
"Partija „Jaunoji Lietuva“","Raimundas KAMINSKAS","Simona STINSKAITĖ",-0.147523735543347
"Krikščionių partija","Alvydas KIRKLIAUSKAS","Arvydas ŠALTENIS",-0.14787088367068
"Partija „Jaunoji Lietuva“","Mindaugas RIMKEVIČIUS","Stasys BUŠKEVIČIUS",-0.148031077960247
"Emigrantų partija","Romualdas DANIELIS","Virginija ANDRIJEVSKIENĖ",-0.149389128387465
"Emigrantų partija","Redas KIMANTAS","Rita ANDRIUŠIENĖ",-0.149406115379754
"Emigrantų partija","Artūras ALEKNA","Virginija ANDRIJEVSKIENĖ",-0.149497769187178
"Lietuvos žmonių partija","Indrė JANKAUSKIENĖ","Rimantas KAUKĖNAS",-0.149545161691177
"Socialistinis liaudies Frontas","Aušra SAULIENĖ","Michailas BUGAKOVAS",-0.150212799948368
"Partija „Jaunoji Lietuva“","Aušrys KRIŠČIŪNAS","Edita SMETONAITĖ",-0.150387341818005
"Lietuvos žmonių partija","Samanta REMEIKIENĖ","Vitoldas MASALSKIS",-0.150599647184954
"Partija „Jaunoji Lietuva“","Juozas BAJORAS","Raimundas KAMINSKAS",-0.150670963730856
"Emigrantų partija","Gražina MONCEVIČIENĖ","Juozas MURAUSKAS",-0.151588294108092
"Socialistinis liaudies Frontas","Laura NIKIFOROVA","Vytautas BERNATONIS",-0.15178016273987
"Emigrantų partija","Gediminas NAUČIUS","Natalija STOČKUVIENĖ",-0.152352395991643
"„Drąsos kelias“ politinė partija","Jonas VARKALA","Povilas GYLYS",-0.152732611241469
"Partija „Jaunoji Lietuva“","Inga KRIŠČIŪNIENĖ","Raimundas KAMINSKAS",-0.153113955253733
"Partija „Jaunoji Lietuva“","Mindaugas RIMKEVIČIUS","Raimundas KAMINSKAS",-0.154094749949964
"Lietuvos žmonių partija","Rimantas KAUKĖNAS","Vytautas Aleksas LAZINKA",-0.154364583562511
"Emigrantų partija","Jadvyga ZUPKIENĖ","Redas KIMANTAS",-0.155304009061822
"Krikščionių partija","Arvydas ŠALTENIS","Tomas JOSAS",-0.155434003437964
"Emigrantų partija","Gediminas NAUČIUS","Jadvyga ZUPKIENĖ",-0.155547846693201
"Lietuvos žmonių partija","Indrė JANKAUSKIENĖ","Vladimir ROMANOV",-0.155630804721953
"Partija „Jaunoji Lietuva“","Lijana JASKŪNAITĖ","Stanislovas BUŠKEVIČIUS",-0.155780754340617
"„Drąsos kelias“ politinė partija","Saulius STOMA","Valdas VASILIAUSKAS",-0.156077674011474
"Emigrantų partija","Juozas MURAUSKAS","Jūratė NAUČIENĖ",-0.156187561093413
"„Drąsos kelias“ politinė partija","Gintaras ALEKNONIS","Saulius STOMA",-0.156384234291658
"Emigrantų partija","Genė PUŽIENĖ","Virginija ANDRIJEVSKIENĖ",-0.156634082742467
"Socialistinis liaudies Frontas","Algis KALAŠNIKOVAS","Michailas BUGAKOVAS",-0.157083203960467
"Socialistinis liaudies Frontas","Algirdas PALECKIS","Mindaugas STAKVILEVIČIUS",-0.157862920926508
"„Drąsos kelias“ politinė partija","Aurelija STANCIKIENĖ","Dainius DANILEVIČIUS",-0.158546132185472
"Emigrantų partija","Edgaras ŽILIONIS","Gediminas NAUČIUS",-0.158702803045956
"Partija „Jaunoji Lietuva“","Arminas ŠAULYS","Aušrys KRIŠČIŪNAS",-0.158990035056183
"Emigrantų partija","Juozas MURAUSKAS","Violeta KURINSKIENĖ",-0.159996846031809
"Emigrantų partija","Juozas MURAUSKAS","Kristina ŽIEMYTĖ",-0.160034559729268
"„Drąsos kelias“ politinė partija","Gintaras ALEKNONIS","Vytautas Antanas MATULEVIČIUS",-0.160401777097585
"Socialistinis liaudies Frontas","Michailas BUGAKOVAS","Vladas KASPARAVIČIUS",-0.160629444132699
"Emigrantų partija","Gražina OLEKAITĖ","Redas KIMANTAS",-0.160631701836004
"Emigrantų partija","Laimutis RAKAS","Virginija ANDRIJEVSKIENĖ",-0.160820714791719
"Partija „Jaunoji Lietuva“","Arminas ŠAULYS","Stasys BUŠKEVIČIUS",-0.160874149035582
"Emigrantų partija","Gediminas NAUČIUS","Kristina ŽIEMYTĖ",-0.161337875381304
"Partija „Jaunoji Lietuva“","Inga KRIŠČIŪNIENĖ","Raimundas MILADAUSKAS",-0.161505736053279
"Socialistinis liaudies Frontas","Algirdas JANYŠIUS","Oleg GLUCHOV",-0.163183946169043
"Socialistinis liaudies Frontas","Jonas BULYS","Michailas BUGAKOVAS",-0.163253804060137
"Partija „Jaunoji Lietuva“","Raimundas KAMINSKAS","Vida IVAŠKIENĖ",-0.164143644736173
"„Drąsos kelias“ politinė partija","Audronė SKUČIENĖ","Gintaras ALEKNONIS",-0.164801430589294
"Socialistinis liaudies Frontas","Michailas BUGAKOVAS","Oleg GLUCHOV",-0.16484510203592
"Socialistinis liaudies Frontas","Algirdas PALECKIS","Audronė MILTENIENĖ",-0.165928167514695
"Socialistinis liaudies Frontas","Angelė AMBRAZIENĖ","Vytautas BERNATONIS",-0.166292822443351
"„Drąsos kelias“ politinė partija","Dainius DANILEVIČIUS","Neringa VENCKIENĖ",-0.166855931855519
"Partija „Jaunoji Lietuva“","Lijana JASKŪNAITĖ","Raimundas MILADAUSKAS",-0.1673407261901
"„Drąsos kelias“ politinė partija","Aurelija STANCIKIENĖ","Jonas VARKALA",-0.167949192092813
"Lietuvos žmonių partija","Vladimir ROMANOV","Vytautas Aleksas LAZINKA",-0.167968778414964
"Emigrantų partija","Jūratė NAUČIENĖ","Virginija ANDRIJEVSKIENĖ",-0.168396085344321
"Socialistinis liaudies Frontas","Algirdas JANYŠIUS","Vladas KASPARAVIČIUS",-0.169395967780529
"Lietuvos žmonių partija","Joana ŠIMANAUSKIENĖ","Vytautas Aleksas LAZINKA",-0.169938577794923
"Krikščionių partija","Tomas JOSAS","Vidmantas ŽIEMELIS",-0.170981694141155
"Emigrantų partija","Edgaras ŽILIONIS","Redas KIMANTAS",-0.171979220282424
"Partija „Jaunoji Lietuva“","Raimundas VAITKEVIČIUS","Stasys BUŠKEVIČIUS",-0.173137125126824
"Partija „Jaunoji Lietuva“","Aušrys KRIŠČIŪNAS","Vida IVAŠKIENĖ",-0.173401345250094
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Alvydas MEDALINSKAS","Julius PANKA",-0.173496037158858
"Partija „Jaunoji Lietuva“","Aušrys KRIŠČIŪNAS","Simona STINSKAITĖ",-0.175024064936991
"Emigrantų partija","Edgaras ŽILIONIS","Virginija ANDRIJEVSKIENĖ",-0.176858436899746
"Emigrantų partija","Kristina ŽIEMYTĖ","Redas KIMANTAS",-0.177173759882177
"Demokratinė darbo ir vienybės partija","Giedrius PAVILIONIS","Kristina BRAZAUSKIENĖ",-0.17902346267415
"Socialistinis liaudies Frontas","Algirdas PALECKIS","Michailas BUGAKOVAS",-0.17985597692086
"„Drąsos kelias“ politinė partija","Audronė SKUČIENĖ","Valdas VASILIAUSKAS",-0.180342199717346
"Krikščionių partija","Gediminas VAGNORIUS","Tomas JOSAS",-0.180775275885657
"Emigrantų partija","Rimantas ŽILIONIS","Rolandas JANAVIČIUS",-0.181120882195164
"Partija „Jaunoji Lietuva“","Arminas ŠAULYS","Raimundas MILADAUSKAS",-0.181544410371962
"Partija „Jaunoji Lietuva“","Edita SMETONAITĖ","Raimundas KAMINSKAS",-0.182429833192037
"Partija „Jaunoji Lietuva“","Arminas ŠAULYS","Raimundas KAMINSKAS",-0.183118338381671
"Emigrantų partija","Natalija STOČKUVIENĖ","Virginija ANDRIJEVSKIENĖ",-0.183449929679528
"Socialistinis liaudies Frontas","Vladimir FOMIN","Vytautas BERNATONIS",-0.184006544684853
"Partija „Jaunoji Lietuva“","Raimundas VAITKEVIČIUS","Stanislovas BUŠKEVIČIUS",-0.184151652053801
"Emigrantų partija","Juozas MURAUSKAS","Kristina ŠUKIENĖ",-0.184197582776992
"Emigrantų partija","Natalija STOČKUVIENĖ","Redas KIMANTAS",-0.185105703174086
"„Drąsos kelias“ politinė partija","Jonas VARKALA","Vytautas Antanas MATULEVIČIUS",-0.185242203907937
"Partija „Jaunoji Lietuva“","Lijana JASKŪNAITĖ","Raimundas KAMINSKAS",-0.18668627680422
"„Drąsos kelias“ politinė partija","Algirdas Vaclovas PATACKAS","Aurelija STANCIKIENĖ",-0.187038349186784
"Emigrantų partija","Neringa PETRULIENĖ","Rimantas ŽILIONIS",-0.189892606310579
"Partija „Jaunoji Lietuva“","Edita SMETONAITĖ","Raimundas MILADAUSKAS",-0.189919652417475
"Lietuvos žmonių partija","Darjuš LAVRINOVIČ","Joana ŠIMANAUSKIENĖ",-0.190027677276805
"Emigrantų partija","Juozas MURAUSKAS","Laimutis RAKAS",-0.195520171893228
"Socialistinis liaudies Frontas","Mindaugas STAKVILEVIČIUS","Vladimir FOMIN",-0.198171678951516
"Socialistinis liaudies Frontas","Juozas ARBAČIAUSKAS","Michailas BUGAKOVAS",-0.198221732172507
"Partija „Jaunoji Lietuva“","Laura RUTKAUSKIENĖ","Stasys BUŠKEVIČIUS",-0.201816280104401
"Partija Tvarka ir teisingumas","Andrius MAZURONIS","Vytautas KAMBLEVIČIUS",-0.206104270602772
"Partija Tvarka ir teisingumas","Julius VESELKA","Vytautas KAMBLEVIČIUS",-0.209109112705676
"Lietuvos žmonių partija","Joana ŠIMANAUSKIENĖ","Kšištof LAVRINOVIČ",-0.216785607171197
"Socialistinis liaudies Frontas","Algirdas PALECKIS","Oleg GLUCHOV",-0.223772557739693
"Partija Tvarka ir teisingumas","Kęstas KOMSKIS","Petras GRAŽULIS",-0.227247243878141
"Partija Tvarka ir teisingumas","Julius VESELKA","Kęstas KOMSKIS",-0.231983510204305
